Booking_ID,Trip_Date,Year,Quarter,Month,Month_Name,Day_Of_Week,Is_Weekend,Carrier,Customer,Vehicle_No,Vehicle_Type_Clean,Vehicle_Category,Origin_City,Origin_State,Destination_City,Destination_State,GPS_Provider,Market_Type,Distance_KM,Planned_Transit_Hours,Actual_Transit_Hours,Delay_Hours,On_Time_Flag,Has_Missing_Distance,Has_Missing_Vehicle_Type
WDSBKTP50316,2019-06-17,2019,2,6,June,Monday,0,United Freight Carriers Private Limited,Larsen & Toubro Limited,AP31TH4343,40 FT 3XL Trailer 35MT,Trailer,Krishna,Andhra Pradesh,Guntur,Andhra Pradesh,WDSL,Regular,47.0,1.4555555555555555,101.4397325,99.98417694444444,0.0,0,0
WDSBKTP49613,2019-06-11,2019,2,6,June,Tuesday,0,Yacha Sudhakar Reedy,Larsen & Toubro Limited,AP23W5769,40 FT 3XL Trailer 35MT,Trailer,Medak,Telangana,Medak,Telangana,WDSL,Regular,70.0,0.53,236.5826825,236.0526825,0.0,0,0
WDSBKTP49731,2019-06-12,2019,2,6,June,Wednesday,0,Utla Srinivasa Goud,Larsen & Toubro Limited,AP12V4807,40 FT 3XL Trailer 35MT,Trailer,Medak,Telangana,Medak,Telangana,WDSL,Regular,70.0,7.5,213.9456786111111,206.4456786111111,0.0,0,0
WDSBKTP50384,2019-06-18,2019,2,6,June,Tuesday,0,Utla Srinivasa Goud,Larsen & Toubro Limited,AP12V4807,40 FT 3XL Trailer 35MT,Trailer,Medak,Telangana,Hyderabad,Telangana,WDSL,Regular,48.0,7.5,67.65079638888889,60.150796388888885,0.0,0,0
WDSBKTP50166,2019-06-15,2019,2,6,June,Saturday,1,Sunita Carriers Private Limited,Larsen & Toubro Limited,NL02G6415,40 FT 3XL Trailer 35MT,Trailer,Howrah,West Bengal,Hazaribagh,Jharkhand,WDSL,Regular,379.0,7.865,7.115,-0.75,1.0,0,0
WDSBKTP50164,2019-06-15,2019,2,6,June,Saturday,1,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11D7253,40 FT 3XL Trailer 35MT,Trailer,Kolkata,West Bengal,Dumka,Jharkhand,WDSL,Regular,201.0,5.854166666666667,5.104166666666667,-0.75,1.0,0,0
WDSBKTP50163,2019-06-15,2019,2,6,June,Saturday,1,Sunita Carriers Private Limited,Larsen & Toubro Limited,NL01G0589,40 FT Flat Bed Double-Axle 21MT - Trailer,Trailer,Kolkata,West Bengal,Dumka,Jharkhand,WDSL,Regular,314.0,6.796388888888889,6.046388888888889,-0.75,1.0,0,0
WDSBKTP50028,2019-06-14,2019,2,6,June,Friday,0,Donthala Janardhana Rao,Larsen & Toubro Limited,AP16TJ0444,40 FT 3XL Trailer 35MT,Trailer,Visakhapatnam,Andhra Pradesh,Krishna,Andhra Pradesh,WDSL,Regular,413.0,8.556666666666667,7.806666666666667,-0.75,1.0,0,0
WDSBKTP50033,2019-06-14,2019,2,6,June,Friday,0,Srinivas Reddy Hanmanolla,Larsen & Toubro Limited,TS15UC9377,40 FT 3XL Trailer 35MT,Trailer,Medak,Telangana,Hyderabad,Telangana,WDSL,Regular,75.0,7.5,6.75,-0.75,1.0,0,0
WDSBKTP50026,2019-06-14,2019,2,6,June,Friday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,AP03X3293,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Krishna,Andhra Pradesh,Guntur,Andhra Pradesh,WDSL,Regular,46.0,4.6,3.85,-0.75,1.0,0,0
WDSBKTP50170,2019-06-15,2019,2,6,June,Saturday,1,Srinivas Reddy Hanmanolla,Larsen & Toubro Limited,AP23W7555,40 FT 3XL Trailer 35MT,Trailer,Medak,Telangana,Hyderabad,Telangana,WDSL,Regular,70.0,7.5,6.75,-0.75,1.0,0,0
WDSBKTP50377,2019-06-18,2019,2,6,June,Tuesday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,7.6,0.5680555555555555,-0.18194444444444444,-0.75,1.0,0,0
WDSBKTP50497,2019-06-19,2019,2,6,June,Wednesday,0,A S Transports,Larsen & Toubro Limited,KA01AF0114,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,7.6,0.5680555555555555,-0.18194444444444444,-0.75,1.0,0,0
WDSBKTP50391,2019-06-18,2019,2,6,June,Tuesday,0,A S Transports,Larsen & Toubro Limited,KA01AH4855,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore Rural,Karnataka,JTECH,Regular,44.3,1.7047222222222222,0.9547222222222222,-0.75,1.0,0,0
WDSBKTP50493,2019-06-19,2019,2,6,June,Wednesday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP50498,2019-06-19,2019,2,6,June,Wednesday,0,A S Transports,Larsen & Toubro Limited,KA01AF8395,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,7.6,0.5680555555555555,-0.18194444444444444,-0.75,1.0,0,0
WDSBKTP50149,2019-06-15,2019,2,6,June,Saturday,1,Unknown,Larsen & Toubro Limited,TN52D6827,24/26 FT Taurus Open 21MT - HCV,HCV,,India,Bihar,India,WDSL,Regular,,41.59388888888889,40.84388888888889,-0.75,1.0,1,0
WDSBKTP50287,2019-06-17,2019,2,6,June,Monday,0,Unknown,Larsen & Toubro Limited,TN52M6488,28 FT Open Body 25MT,Other,,India,Bihar,India,WDSL,Regular,,39.90694444444444,39.15694444444444,-0.75,1.0,1,0
WDSBKTP50320,2019-06-18,2019,2,6,June,Tuesday,0,Unknown,Larsen & Toubro Limited,TN31BC9822,28 FT Open Body 25MT,Other,,India,Telangana,India,WDSL,Regular,,15.988333333333333,15.238333333333333,-0.75,1.0,1,0
WDSBKTP50375,2019-06-18,2019,2,6,June,Tuesday,0,Murugavel 85,Larsen & Toubro Limited,TN52L2969,28 FT Open Body 25MT,Other,,India,Bihar,India,WDSL,Regular,,40.375,39.625,-0.75,1.0,1,0
WDSBKTP50409,2019-06-19,2019,2,6,June,Wednesday,0,Unknown,Larsen & Toubro Limited,TN52D8786,24/26 FT Taurus Open 21MT - HCV,HCV,,India,Kerala,India,WDSL,Regular,,10.06861111111111,9.31861111111111,-0.75,1.0,1,0
WDSBKTP50411,2019-06-19,2019,2,6,June,Wednesday,0,Unknown,Larsen & Toubro Limited,TN28AF3192,24/26 FT Taurus Open 21MT - HCV,HCV,,India,Kerala,India,WDSL,Regular,,10.06861111111111,9.31861111111111,-0.75,1.0,1,0
WDSBKTP50168,2019-06-15,2019,2,6,June,Saturday,1,Shri Ganesh Traders And Transporter,Larsen & Toubro Limited,JH09B1531,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Bokaro,Jharkhand,Bokaro,Jharkhand,WDSL,Regular,30.0,0.20194444444444445,-0.5480555555555555,-0.75,1.0,0,0
WDSBKTP50165,2019-06-15,2019,2,6,June,Saturday,1,Sunita Carriers Private Limited,Larsen & Toubro Limited,NL01G9551,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Howrah,West Bengal,Giridih,Jharkhand,WDSL,Regular,395.0,7.193333333333333,6.443333333333333,-0.75,1.0,0,0
WDSBKTP50378,2019-06-18,2019,2,6,June,Tuesday,0,A S Transports,Larsen & Toubro Limited,KA01AF0114,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,7.6,0.5680555555555555,-0.18194444444444444,-0.75,1.0,0,0
WDSBKTP50284,2019-06-17,2019,2,6,June,Monday,0,Unknown,Larsen & Toubro Limited,AP26TF5602,40 FT 3XL Trailer 35MT,Trailer,,India,Tamil Nadu,India,WDSL,Regular,,2.4558333333333335,1.7058333333333333,-0.75,1.0,1,0
WDSBKTP50003,2019-06-14,2019,2,6,June,Friday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11D8931,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kolkata,West Bengal,Nadia,West Bengal,WDSL,Regular,51.0,5.1,4.35,-0.75,1.0,0,0
WDSBKTP48858,2019-06-03,2019,2,6,June,Monday,0,A S Transports,Larsen & Toubro Limited,KA01AH4855,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,2.5,1.75,-0.75,1.0,0,0
WDSBKTP49719,2019-06-13,2019,2,6,June,Thursday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,OD14G3652,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Sundergarh,Odisha,Sundergarh,Odisha,WDSL,Regular,30.0,1.0333333333333334,0.2833333333333333,-0.75,1.0,0,0
WDSBKTP49999,2019-06-15,2019,2,6,June,Saturday,1,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB781420,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kolkata,West Bengal,Nadia,West Bengal,WDSL,Regular,51.0,5.1,4.35,-0.75,1.0,0,0
WDSBKTP50020,2019-06-15,2019,2,6,June,Saturday,1,Sunita Carriers Private Limited,Larsen & Toubro Limited,OR14U6631,40 FT Flat Bed Double-Axle 21MT - Trailer,Trailer,Sundergarh,Odisha,Sundergarh,Odisha,WDSL,Regular,30.0,3.0,2.25,-0.75,1.0,0,0
WDSBKTP49718,2019-06-13,2019,2,6,June,Thursday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,OR14Q0288,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Sundergarh,Odisha,Sundergarh,Odisha,WDSL,Regular,30.0,1.0333333333333334,0.2833333333333333,-0.75,1.0,0,0
WDSBKTP49996,2019-06-14,2019,2,6,June,Friday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,1.0666666666666667,0.31666666666666665,-0.75,1.0,0,0
WDSBKTP50004,2019-06-14,2019,2,6,June,Friday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB41G2244,22 FT Open Body 16MT,Other,Kolkata,West Bengal,North Dinajpur,West Bengal,WDSL,Regular,401.0,40.1,39.35,-0.75,1.0,0,0
WDSBKTP50005,2019-06-14,2019,2,6,June,Friday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB41G0361,22 FT Open Body 16MT,Other,Kolkata,West Bengal,North Dinajpur,West Bengal,WDSL,Regular,401.0,40.1,39.35,-0.75,1.0,0,0
WDSBKTP49905,2019-06-14,2019,2,6,June,Friday,0,A S Transports,Larsen & Toubro Limited,KA51D1317,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,80.23578805555556,76.23578805555556,0.0,0,0
WDSBKTP49839,2019-06-13,2019,2,6,June,Thursday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11D3209,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kolkata,West Bengal,North Dinajpur,West Bengal,WDSL,Regular,401.0,40.1,39.35,-0.75,1.0,0,0
WDSBKTP49724,2019-06-13,2019,2,6,June,Thursday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,OR14Q0617,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Sundergarh,Odisha,Sundergarh,Odisha,WDSL,Regular,30.0,1.0333333333333334,0.2833333333333333,-0.75,1.0,0,0
WDSBKTP47192,2019-05-16,2019,2,5,May,Thursday,0,A S Transports,Larsen & Toubro Limited,KA21A5090,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,2.5,1.75,-0.75,1.0,0,0
WDSBKTP43140,2019-03-30,2019,1,3,March,Saturday,1,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,1.85,1.1,-0.75,1.0,0,0
WDSBKTP44602,2019-04-19,2019,2,4,April,Friday,0,A S Transports,Larsen & Toubro Limited,KA21A6239,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,2.5,1.75,-0.75,1.0,0,0
WDSBKTP44606,2019-04-19,2019,2,4,April,Friday,0,A S Transports,Larsen & Toubro Limited,KA01AH4775,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,2.5,1.75,-0.75,1.0,0,0
WDSBKTP47339,2019-05-17,2019,2,5,May,Friday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP46846,2019-05-13,2019,2,5,May,Monday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11D3209,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kolkata,West Bengal,Cooch Behar,West Bengal,WDSL,Regular,670.0,67.1,66.35,-0.75,1.0,0,0
WDSBKTP46607,2019-05-08,2019,2,5,May,Wednesday,0,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11D3209,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Howrah,West Bengal,Puruliya,West Bengal,WDSL,Regular,317.0,31.7,30.95,-0.75,1.0,0,0
WDSBKTP47961,2019-05-25,2019,2,5,May,Saturday,1,Sunita Carriers Private Limited,Larsen & Toubro Limited,WB11D3209,40 FT Flat Bed Multi-Axle 27MT - Trailer,Trailer,Kolkata,West Bengal,Cooch Behar,West Bengal,WDSL,Regular,671.0,67.1,66.35,-0.75,1.0,0,0
WDSBKTP48357,2019-05-30,2019,2,5,May,Thursday,0,A S Transports,Larsen & Toubro Limited,KA01AH5384,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,9.4,0.9166666666666666,0.16666666666666666,-0.75,1.0,0,0
WDSBKTP47193,2019-05-30,2019,2,5,May,Thursday,0,A S Transports,Larsen & Toubro Limited,KA01AH5384,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,2.5,1.75,-0.75,1.0,0,0
WDSBKTP49208,2019-06-09,2019,2,6,June,Sunday,1,A S Transports,Larsen & Toubro Limited,KA01AH5384,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,2.5,1.75,-0.75,1.0,0,0
WDSBKTP45650,2019-04-29,2019,2,4,April,Monday,0,A S Transports,Larsen & Toubro Limited,KA01AE9163,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP44503,2019-04-16,2019,2,4,April,Tuesday,0,A S Transports,Larsen & Toubro Limited,KA01AE9163,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,47.0,2.5,1.75,-0.75,1.0,0,0
WDSBKTP45800,2019-04-30,2019,2,4,April,Tuesday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,4.9,4.15,-0.75,1.0,0,0
WDSBKTP45031,2019-04-22,2019,2,4,April,Monday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP44930,2019-04-19,2019,2,4,April,Friday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP47766,2019-05-23,2019,2,5,May,Thursday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,4.9,4.15,-0.75,1.0,0,0
WDSBKTP47668,2019-05-21,2019,2,5,May,Tuesday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,9.4,0.9166666666666666,0.16666666666666666,-0.75,1.0,0,0
WDSBKTP47545,2019-05-20,2019,2,5,May,Monday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP48627,2019-06-01,2019,2,6,June,Saturday,1,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,9.4,0.9166666666666666,0.16666666666666666,-0.75,1.0,0,0
WDSBKTP44605,2019-04-19,2019,2,4,April,Friday,0,A S Transports,Larsen & Toubro Limited,KA21A5090,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,2.5,1.75,-0.75,1.0,0,0
WDSBKTP46461,2019-05-08,2019,2,5,May,Wednesday,0,A S Transports,Larsen & Toubro Limited,KA21A5090,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP44504,2019-04-16,2019,2,4,April,Tuesday,0,A S Transports,Larsen & Toubro Limited,KA51D1317,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,47.0,2.5,1.75,-0.75,1.0,0,0
WDSBKTP47186,2019-05-16,2019,2,5,May,Thursday,0,A S Transports,Larsen & Toubro Limited,KA51D1317,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP45495,2019-04-26,2019,2,4,April,Friday,0,A S Transports,Larsen & Toubro Limited,KA01AF0114,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP44929,2019-04-19,2019,2,4,April,Friday,0,A S Transports,Larsen & Toubro Limited,KA01AF0114,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP47542,2019-05-20,2019,2,5,May,Monday,0,A S Transports,Larsen & Toubro Limited,KA01AF0114,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP47470,2019-05-18,2019,2,5,May,Saturday,1,A S Transports,Larsen & Toubro Limited,KA01AF0114,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP47861,2019-05-24,2019,2,5,May,Friday,0,A S Transports,Larsen & Toubro Limited,KA01AF0114,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,4.9,4.15,-0.75,1.0,0,0
WDSBKTP47707,2019-05-21,2019,2,5,May,Tuesday,0,A S Transports,Larsen & Toubro Limited,KA01AF0114,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP49764,2019-06-14,2019,2,6,June,Friday,0,A S Transports,Larsen & Toubro Limited,KA01AH5384,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP49768,2019-06-14,2019,2,6,June,Friday,0,A S Transports,Larsen & Toubro Limited,KA219502,25 FT Open Body 21MT,Other,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP49618,2019-06-12,2019,2,6,June,Wednesday,0,A S Transports,Larsen & Toubro Limited,KA01AF8395,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Davanagere,Karnataka,JTECH,Regular,332.0,6.183333333333334,5.433333333333334,-0.75,1.0,0,0
WDSBKTP42161,2019-03-23,2019,1,3,March,Saturday,1,Unknown,Larsen & Toubro Limited,KA01AH5384,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,,0.9833333333333333,0.23333333333333334,-0.75,1.0,1,0
WDSBKTP42441,2019-03-25,2019,1,3,March,Monday,0,Unknown,Larsen & Toubro Limited,KA01AH5384,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore Rural,Karnataka,JTECH,Regular,,1.7,0.95,-0.75,1.0,1,0
WDSBKTP42443,2019-03-25,2019,1,3,March,Monday,0,A S Transports,Larsen & Toubro Limited,KA01AE9163,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore Rural,Karnataka,JTECH,Regular,,1.7,0.95,-0.75,1.0,1,0
WDSBKTP42139,2019-03-27,2019,1,3,March,Wednesday,0,A S Transports,Larsen & Toubro Limited,KA21A3643,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,,1.85,1.1,-0.75,1.0,1,0
WDSBKTP42153,2019-03-23,2019,1,3,March,Saturday,1,A S Transports,Larsen & Toubro Limited,KA21A5090,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,,0.9833333333333333,0.23333333333333334,-0.75,1.0,1,0
WDSBKTP48549,2019-06-01,2019,2,6,June,Saturday,1,A S Transports,Larsen & Toubro Limited,KA01AF0114,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,,1.85,1.1,-0.75,1.0,1,0
WDSBKTP42138,2019-03-25,2019,1,3,March,Monday,0,A S Transports,Larsen & Toubro Limited,KA21A3644,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,,1.85,1.1,-0.75,1.0,1,0
WDSBKTP42151,2019-03-25,2019,1,3,March,Monday,0,A S Transports,Larsen & Toubro Limited,KA01AH4855,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,,0.9833333333333333,0.23333333333333334,-0.75,1.0,1,0
WDSBKTP42156,2019-03-23,2019,1,3,March,Saturday,1,A S Transports,Larsen & Toubro Limited,KA01AH4855,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,,0.9833333333333333,0.23333333333333334,-0.75,1.0,1,0
WDSBKTP42990,2019-03-30,2019,1,3,March,Saturday,1,A S Transports,Larsen & Toubro Limited,KA21A3644,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP46457,2019-05-11,2019,2,5,May,Saturday,1,A S Transports,Larsen & Toubro Limited,KA01AH4855,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP43205,2019-03-31,2019,1,3,March,Sunday,1,A S Transports,Larsen & Toubro Limited,KA21A3644,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,4.9,4.15,-0.75,1.0,0,0
WDSBKTP44624,2019-04-19,2019,2,4,April,Friday,0,A S Transports,Larsen & Toubro Limited,KA21A6905,40 FT 3XL Trailer 35MT,Trailer,Bangalore,Karnataka,Bangalore,Karnataka,JTECH,Regular,47.0,4.7,3.95,-0.75,1.0,0,0
WDSBKTP47710,2019-05-21,2019,2,5,May,Tuesday,0,A S Transports,Larsen & Toubro Limited,KA01AF8395,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP47466,2019-05-18,2019,2,5,May,Saturday,1,A S Transports,Larsen & Toubro Limited,KA01AF8395,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,49.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP45358,2019-04-25,2019,2,4,April,Thursday,0,A S Transports,Larsen & Toubro Limited,KA01AF8395,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP42155,2019-03-29,2019,1,3,March,Friday,0,A S Transports,Larsen & Toubro Limited,KA21A6239,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,,4.1,3.35,-0.75,1.0,1,0
WDSBKTP45035,2019-04-22,2019,2,4,April,Monday,0,A S Transports,Larsen & Toubro Limited,KA21A6239,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,31.0,3.1,2.35,-0.75,1.0,0,0
WDSBKTP45646,2019-04-29,2019,2,4,April,Monday,0,A S Transports,Larsen & Toubro Limited,KA21A6239,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP46458,2019-05-07,2019,2,5,May,Tuesday,0,Unknown,Larsen & Toubro Limited,KA01AH5384,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.0,3.25,-0.75,1.0,0,0
WDSBKTP46755,2019-05-11,2019,2,5,May,Saturday,1,A S Transports,Larsen & Toubro Limited,KA01AH5384,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore,Karnataka,JTECH,Regular,40.0,4.1,3.35,-0.75,1.0,0,0
WDSBKTP42154,2019-03-26,2019,1,3,March,Tuesday,0,Unknown,Larsen & Toubro Limited,KA01AH4775,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore Rural,Karnataka,JTECH,Regular,,1.7,0.95,-0.75,1.0,1,0
WDSBKTP42385,2019-03-27,2019,1,3,March,Wednesday,0,Distribution Logistics Infrastructure Private Ltd,Larsen & Toubro Limited,KA01D0584,40 FT 3XL Trailer 35MT,Trailer,Bangalore Rural,Karnataka,Bangalore Rural,Karnataka,MANUAL / UNKNOWN,Regular,,119.65,118.9,-0.75,1.0,1,0
